created_at,created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,>=0.3um/dl,>=0.5um/dl,>1.0um/dl,>=2.5um/dl,>=5.0um/dl,>=10.0um/dl,PM1.0_ATM_ug/m3,PM10_ATM_ug/m3
2019-11-23 00:00:00+00:00,2019-11-23 00:00:00+00:00,8.26,13.02,15.58,7911.0,-53.67,77.43,100.0,13.02,1501.49,449.71,86.12,5.67939393939394,2.046190476190476,0.8,8.26,15.58
2019-11-24 00:00:00+00:00,2019-11-24 00:00:00+00:00,2.96,4.81,6.01,9351.0,-53.73,80.17,97.03,4.81,674.9,197.59,32.84,5.2,1.96,0.38,2.96,6.01
2019-11-25 00:00:00+00:00,2019-11-25 00:00:00+00:00,13.513548387096774,8.406612903225806,9.643709677419354,10791.0,-53.2,93.7,77.1,8.280483870967743,1315.9705,380.7635,88.99468750000001,6.32,2.07,0.35,13.425483870967742,9.556290322580644
2019-11-26 00:00:00+00:00,2019-11-26 00:00:00+00:00,9.154838709677419,12.003225806451614,13.27741935483871,12231.0,-54.97,95.28,31.83,11.750967741935483,1957.041,563.937,47.97718750000001,7.44,1.585,0.7,8.718387096774194,13.10258064516129
2019-11-27 00:00:00+00:00,2019-11-27 00:00:00+00:00,12.202,15.628,15.051209677419354,13671.0,-52.4,86.53,27.23,15.628,2191.706,638.482,74.78,8.56,1.1,0.15,12.202,14.963790322580644
2019-11-28 00:00:00+00:00,2019-11-28 00:00:00+00:00,11.274000000000001,15.258,16.825,1055.0,-53.27,90.6,51.33,15.258,2416.9066666666668,592.569,80.907,7.465,1.21,0.7,11.274000000000001,16.825
2019-11-29 00:00:00+00:00,2019-11-29 00:00:00+00:00,11.702000000000002,17.080399999999997,17.673333333333332,2495.0,-53.9,90.1,81.5,17.0756,2253.508333333333,611.5595,89.99157894736842,6.37,1.32,0.5599999999999999,11.702000000000002,17.673333333333332
2019-11-30 00:00:00+00:00,2019-11-30 00:00:00+00:00,12.13,11.4102,12.186666666666666,3935.0,-52.67,78.67,100.0,11.407800000000002,2090.11,630.55,62.210789473684216,5.275,1.4300000000000002,0.42,12.13,12.186666666666666
2019-12-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,4.06,5.74,6.7,5375.0,-54.43,81.4,71.13,5.74,841.7,246.42,34.43,4.18,1.54,0.28,4.06,6.7
2019-12-02 00:00:00+00:00,2019-12-02 00:00:00+00:00,9.46,12.67,13.4,6815.0,-78.57,85.03,26.13,12.63,1813.51,509.99,64.66,5.41,1.15,0.22,9.37,13.4
2019-12-03 00:00:00+00:00,2019-12-03 00:00:00+00:00,7.9484615384615385,11.041538461538462,12.076153846153845,8255.0,-76.47,88.9,20.9,10.927692307692308,1500.423076923077,438.74,61.65230769230769,8.446666666666665,3.0125,0.71,7.865384615384616,11.983846153846153
2019-12-04 00:00:00+00:00,2019-12-04 00:00:00+00:00,4.905,7.2875,8.3925,9695.0,-74.07,96.27,17.47,13.075610859728506,1206.714,291.1225,44.1225,9.079166666666666,3.2,0.4,9.528868778280543,14.392805429864254
2019-12-05 00:00:00+00:00,2019-12-05 00:00:00+00:00,11.229411764705883,15.223529411764707,16.801764705882356,11135.0,-75.67,98.17,18.93,15.223529411764707,2265.5823529411764,620.1347058823529,76.95411764705882,9.711666666666666,2.42,0.31,11.192352941176472,16.801764705882356
2019-12-06 00:00:00+00:00,2019-12-06 00:00:00+00:00,9.645833333333334,14.200833333333332,16.211666666666666,12575.0,-75.5,87.43,98.73,14.200833333333332,1791.5825,515.6758333333333,86.36916666666667,8.871875,2.2933333333333334,0.34,9.645833333333334,16.211666666666666
2019-12-07 00:00:00+00:00,2019-12-07 00:00:00+00:00,7.207916666666667,10.540416666666665,12.190833333333334,14015.0,-75.63,91.6,56.47,10.540416666666665,1431.32125,403.5879166666667,63.00958333333334,8.032083333333333,2.1666666666666665,0.37,7.207916666666667,12.190833333333334
2019-12-08 00:00:00+00:00,2019-12-08 00:00:00+00:00,4.77,6.88,8.17,15455.0,-72.97,85.97,75.2,6.88,1071.06,291.5,39.65,5.72,2.04,0.4,4.77,8.17
2019-12-09 00:00:00+00:00,2019-12-09 00:00:00+00:00,11.51,17.47,19.5,16895.0,-69.2,91.9,85.5,17.47,2012.65,598.66,92.38499999999999,5.382,3.24,0.53,11.51,19.5
2019-12-10 00:00:00+00:00,2019-12-10 00:00:00+00:00,10.215,15.684999999999999,17.755,18335.0,-75.57,98.53,75.47,15.684999999999999,1810.225,540.2,91.9025,5.044,3.26,0.595,13.797058823529412,17.755
2019-12-11 00:00:00+00:00,2019-12-11 00:00:00+00:00,8.92,13.9,16.01,19775.0,-75.27,79.73,99.93,13.9,1607.8,481.74,91.42,4.7059999999999995,3.28,0.66,8.92,16.01
2019-12-12 00:00:00+00:00,2019-12-12 00:00:00+00:00,11.982,9.275,19.15,21215.0,-74.17,85.07,66.87,17.79,1138.595,339.815,61.905,4.368,2.8,0.37,11.974,19.15
2019-12-13 00:00:00+00:00,2019-12-13 00:00:00+00:00,2.99,4.65,5.62,22655.0,-76.27,82.13,82.9,4.65,669.39,197.89,32.39,4.03,1.55,0.26,2.99,5.62
2019-12-14 00:00:00+00:00,2019-12-14 00:00:00+00:00,8.347291666666667,3.7800000000000002,4.765000000000001,24095.0,-76.73,94.63,63.77,16.98,2379.2675,707.895,81.48545454545454,3.8925,2.6,0.36,8.319375,10.145
2019-12-15 00:00:00+00:00,2019-12-15 00:00:00+00:00,13.704583333333334,2.91,3.91,25535.0,-72.5,93.53,81.17,11.71,2580.30875,690.0408333333332,58.31696969696969,3.755,2.3,0.55,13.64875,14.67
2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,13.276666666666667,2.04,3.055,26975.0,-82.27,84.13,76.43,6.4399999999999995,1463.1993750000001,672.1866666666666,35.14848484848485,3.6175,2.64,0.44,13.27,8.434999999999999
2019-12-17 00:00:00+00:00,2019-12-17 00:00:00+00:00,0.46,1.17,2.2,28415.0,-79.93,88.2,50.43,1.17,346.09,79.58,11.98,3.48,1.66,0.47,0.46,2.2
2019-12-18 00:00:00+00:00,2019-12-18 00:00:00+00:00,1.18,2.66,3.92,29855.0,-79.03,93.3,52.5,2.66,423.61,120.84,23.25,5.72,2.02,0.43,1.18,3.88
2019-12-19 00:00:00+00:00,2019-12-19 00:00:00+00:00,12.001666666666665,9.09,10.78,31295.0,-80.2,94.77499999999999,28.5,9.09,2126.3983333333335,631.9291666666667,60.52230769230769,6.595,2.435,0.8,11.7275,10.78
2019-12-20 00:00:00+00:00,2019-12-20 00:00:00+00:00,1.55,3.71,5.54,32735.0,-78.13,93.37,59.83,3.71,664.58,162.73,34.67,7.47,2.85,0.66,1.55,5.54
2019-12-21 00:00:00+00:00,2019-12-21 00:00:00+00:00,11.66625,17.45,9.525625,34175.0,-74.2,97.83,76.8,17.45,2055.61875,623.7175,60.16944444444445,7.632499999999999,2.755,0.6175,11.660625,9.525625
2019-12-22 00:00:00+00:00,2019-12-22 00:00:00+00:00,13.65,16.320625,13.51125,35615.0,-72.47,78.4,85.73,16.320625,2340.36,707.15,85.6688888888889,7.795,2.66,0.575,13.65,13.51125
2019-12-23 00:00:00+00:00,2019-12-23 00:00:00+00:00,11.805,15.19125,17.496875,37055.0,-83.93,82.83,86.43,15.19125,2180.5,628.065,93.21555555555555,7.9575,2.5650000000000004,0.5325,11.74,17.496875
2019-12-24 00:00:00+00:00,2019-12-24 00:00:00+00:00,9.96,14.35,15.92,38495.0,-84.83,90.5,99.03,14.3,2020.64,548.98,92.85,8.12,2.47,0.49,9.83,15.92
2019-12-25 00:00:00+00:00,2019-12-25 00:00:00+00:00,10.92,16.0,17.06,39935.0,-83.83,93.53,71.7,16.0,2108.31,571.97,67.83666666666667,7.43,1.62,0.31,10.92,17.06
2019-12-26 00:00:00+00:00,2019-12-26 00:00:00+00:00,11.47,15.82,16.69,41375.0,-83.63,97.17,54.77,15.72,2350.29,641.97,42.82333333333334,6.14,1.4,0.25,11.26,16.69
2019-12-27 00:00:00+00:00,2019-12-27 00:00:00+00:00,1.02,1.86,2.31,42815.0,-83.57,97.0,40.87,1.86,471.62,137.97,17.81,2.06,0.74,0.18,1.02,2.31
2019-12-28 00:00:00+00:00,2019-12-28 00:00:00+00:00,11.73,14.73,15.45,44255.0,-85.23,95.8,56.93,14.72,2330.14,640.54,69.0,4.29,1.19,0.16,11.67,15.45
2019-12-29 00:00:00+00:00,2019-12-29 00:00:00+00:00,4.94,7.74,9.42,45695.0,-84.93,88.8,100.0,7.74,1019.66,298.06,49.58,7.95,2.6,0.64,4.94,9.42
2019-12-30 00:00:00+00:00,2019-12-30 00:00:00+00:00,4.56,8.17,10.96,47135.0,-84.73,93.5,92.57,8.17,1018.64,289.79,56.28,7.345000000000001,2.9381818181818184,0.5975,4.56,10.96
2019-12-31 00:00:00+00:00,2019-12-31 00:00:00+00:00,12.600000000000001,7.95,15.756,48575.0,-83.87,89.41777777777777,22.4,12.998999999999999,2458.753076923077,686.0085714285715,92.74304347826087,6.74,3.2763636363636364,0.5549999999999999,7.955,15.756
2020-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,11.35,7.7299999999999995,12.203,50015.0,-82.23,88.5,69.83,17.828,2031.19,604.09,83.365,6.135,2.4881818181818183,0.5125,11.35,12.203
2020-01-02 00:00:00+00:00,2020-01-02 00:00:00+00:00,5.12,7.51,8.65,51455.0,-82.97,89.57,64.7,7.51,1037.81,302.14,46.48,5.53,1.7,0.47,5.12,8.65
2020-01-03 00:00:00+00:00,2020-01-03 00:00:00+00:00,9.34842105263158,13.171315789473685,14.745789473684212,52895.0,-83.67,93.83,94.67,12.948157894736841,1773.1123684210527,511.3921052631579,55.60111111111111,4.997142857142857,2.17,0.66,9.041052631578948,14.657368421052631
2020-01-04 00:00:00+00:00,2020-01-04 00:00:00+00:00,13.576842105263157,13.958782894736842,15.582894736842105,54335.0,-83.67,94.225,45.33,13.826578947368422,2508.4147368421054,720.6442105263158,64.72222222222221,4.464285714285714,2.64,0.46,12.962105263157895,15.538684210526315
2020-01-05 00:00:00+00:00,2020-01-05 00:00:00+00:00,12.252857142857142,14.74625,16.419999999999998,55775.0,-80.8,88.4,70.53,14.705,2239.2971428571427,686.6314285714286,73.84333333333333,3.9314285714285715,2.67,0.45666666666666667,12.231428571428571,16.419999999999998
2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,7.24,14.64,17.82,57215.0,-80.27,82.23,100.0,14.64,1377.53,417.23,82.96444444444444,3.3985714285714286,2.7,0.45333333333333337,7.24,17.82
2020-01-07 00:00:00+00:00,2020-01-07 00:00:00+00:00,13.59,16.487142857142857,19.019285714285715,58655.0,-82.37,87.87,100.0,16.484285714285715,2278.02,689.88,85.07291666666667,2.8657142857142857,2.73,0.45,13.59,19.019285714285715
2020-01-08 00:00:00+00:00,2020-01-08 00:00:00+00:00,10.435714285714287,8.433571428571428,9.924642857142857,60095.0,-80.4,84.33,100.0,8.432142857142857,1216.79,367.51,53.26291666666667,2.3328571428571427,1.7650000000000001,0.797741935483871,6.84,9.924642857142857
2020-01-09 00:00:00+00:00,2020-01-09 00:00:00+00:00,0.09,0.38,0.83,61535.0,-81.6,82.57,100.0,0.38,155.56,45.14,7.69,1.8,0.8,0.2,0.09,0.83
2020-01-10 00:00:00+00:00,2020-01-10 00:00:00+00:00,3.6799999999999997,6.145,7.43,62975.0,-81.7,93.63,100.0,6.145,2464.8,723.81,74.92444444444445,6.329999999999999,2.22,0.32,3.6799999999999997,7.43
2020-01-11 00:00:00+00:00,2020-01-11 00:00:00+00:00,7.27,11.91,14.03,64415.0,-83.63,77.03,100.0,11.91,1363.79,405.14,82.96,7.2575,3.38,0.69,7.27,14.03
2020-01-12 00:00:00+00:00,2020-01-12 00:00:00+00:00,12.16,8.215,9.86,65855.0,-82.0,76.87,98.33,8.215,844.22,643.1632142857143,58.635000000000005,8.185,2.395,0.49,12.053214285714285,9.86
2020-01-13 00:00:00+00:00,2020-01-13 00:00:00+00:00,0.53,1.52,2.4,67295.0,-82.7,90.37,67.73,1.52,324.65,83.34,16.69,3.55,1.41,0.29,0.53,2.4
2020-01-14 00:00:00+00:00,2020-01-14 00:00:00+00:00,5.74,8.41,9.46,68735.0,-81.53,92.77,85.07,8.41,1135.93,329.04,53.19,5.86,1.62,0.37,5.74,9.46
2020-01-15 00:00:00+00:00,2020-01-15 00:00:00+00:00,7.58,9.82,10.69,70175.0,-82.27,91.9,76.7,9.82,1651.69,427.75,49.81,4.25,1.35,0.31,7.5,10.68
2020-01-16 00:00:00+00:00,2020-01-16 00:00:00+00:00,5.128,8.396,10.232,32.0,-79.83,80.1,100.0,8.396,1441.8347826086956,298.45599999999996,61.324,8.847999999999999,3.38,0.53,5.136,10.354
2020-01-17 00:00:00+00:00,2020-01-17 00:00:00+00:00,10.573684210526315,16.074545454545454,17.332727272727276,1472.0,-75.33,72.0,100.0,16.074545454545454,1933.928,543.1152631578948,71.10862745098039,8.494,3.0394444444444444,0.7657142857142857,10.422105263157894,17.123636363636365
2020-01-18 00:00:00+00:00,2020-01-18 00:00:00+00:00,9.041842105263157,13.622272727272726,14.861363636363638,1013.0,-66.27,74.93,100.0,13.622272727272726,2420.66,743.84,78.84039215686275,8.14,2.698888888888889,0.64,8.966052631578947,14.756818181818183
2020-01-19 00:00:00+00:00,2020-01-19 00:00:00+00:00,7.51,11.17,12.39,2453.0,-69.07,83.03,100.0,11.17,1332.62,402.44,79.48,5.92,1.89,0.43,7.51,12.39
2020-01-20 00:00:00+00:00,2020-01-20 00:00:00+00:00,6.73,8.2,8.78,3893.0,-66.27,94.63,92.8,8.04,1566.27,412.9,33.72,2.71,0.94,0.17,6.38,8.77
2020-01-21 00:00:00+00:00,2020-01-21 00:00:00+00:00,3.4,4.68,5.0,5333.0,-63.03,97.9,33.3,4.68,942.84,248.2,32.22,1.66,0.47,0.1,3.4,5.0
2020-01-22 00:00:00+00:00,2020-01-22 00:00:00+00:00,4.85,7.0,8.33,6773.0,-62.33,95.685,74.43,7.0,1101.25,319.18,44.23,5.72,2.16,0.39,4.85,8.33
2020-01-23 00:00:00+00:00,2020-01-23 00:00:00+00:00,3.07,4.31,5.2,8213.0,-65.87,96.92999999999999,24.83,4.31,927.77,240.86,27.09,3.82,1.6,0.44,3.07,5.2
2020-01-24 00:00:00+00:00,2020-01-24 00:00:00+00:00,3.6550000000000002,5.745,7.52,9653.0,-64.9,84.53,100.0,5.745,978.14,261.76,91.20333333333333,7.3149999999999995,2.1633333333333336,0.5705263157894737,3.6550000000000002,7.52
2020-01-25 00:00:00+00:00,2020-01-25 00:00:00+00:00,4.24,7.18,9.84,11093.0,-62.17,94.43,99.33,7.18,1028.51,282.66,45.46,7.911249999999999,2.7266666666666666,0.7010526315789474,4.24,9.84
2020-01-26 00:00:00+00:00,2020-01-26 00:00:00+00:00,8.905000000000001,12.419999999999998,14.28375,12533.0,-63.4,96.61166666666668,89.5,12.405,2482.318333333333,726.395,90.095,8.5075,3.29,0.57,8.85625,14.28375
2020-01-27 00:00:00+00:00,2020-01-27 00:00:00+00:00,13.57,17.66,18.7275,13973.0,-64.33,90.2,100.0,17.63,2279.4091666666664,729.3675000000001,90.60854166666667,9.10375,2.38,0.45,13.4725,18.7275
2020-01-28 00:00:00+00:00,2020-01-28 00:00:00+00:00,11.51,15.95,17.75,15414.0,-65.46,98.46,93.21,15.95,2076.5,614.09,91.12208333333334,9.7,2.88,0.53,11.51,17.75
2020-01-29 00:00:00+00:00,2020-01-29 00:00:00+00:00,12.400882352941178,16.49909090909091,18.05590909090909,16853.0,-62.37,91.53,93.17,16.460113636363637,2377.855,727.2164705882353,88.43666666666667,8.426666666666666,2.51,0.57,12.304117647058824,18.05590909090909
2020-01-30 00:00:00+00:00,2020-01-30 00:00:00+00:00,13.291764705882354,17.048181818181817,18.361818181818183,18293.0,-66.33,93.27,83.93,16.97022727272727,2445.3475,702.4932352941177,82.1525,7.153333333333332,2.14,0.31,13.098235294117647,18.361818181818183
2020-01-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,12.33,15.7,16.75,19733.0,-75.4,98.97,99.8,15.59,2512.84,677.77,84.86,5.88,1.72,0.27,11.99,16.75
2020-02-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,10.36,13.51,15.13,21173.0,-83.13,96.78399999999999,81.1,13.51,2310.57,621.2,67.97,9.08,2.81,0.58,10.36,15.13
2020-02-02 00:00:00+00:00,2020-02-02 00:00:00+00:00,9.722999999999999,15.055,17.62,22613.0,-82.1,91.07,100.0,15.041,1911.5079999999998,536.8439999999999,74.575,7.465,1.9,0.77,9.702,17.62
2020-02-03 00:00:00+00:00,2020-02-03 00:00:00+00:00,13.37,15.026136363636365,18.69,24053.0,-76.5,81.83,100.0,14.972772727272726,2168.1,654.13,81.18,5.85,0.99,0.24,13.36,18.69
2020-02-04 00:00:00+00:00,2020-02-04 00:00:00+00:00,10.696363636363635,14.997272727272728,10.450000000000001,25493.0,-76.83,82.47,58.07,14.904545454545454,2445.6000000000004,564.1754545454546,86.30363636363637,4.06,3.07,0.57,13.31,10.46
2020-02-05 00:00:00+00:00,2020-02-05 00:00:00+00:00,0.78,1.58,2.21,26933.0,-74.73,87.03,71.87,1.58,346.99,98.3,14.18,2.27,1.02,0.25,0.81,2.23
2020-02-06 00:00:00+00:00,2020-02-06 00:00:00+00:00,0.08,0.69,1.67,28373.0,-78.1,84.07,100.0,0.69,166.86,48.3,12.03,3.57,1.69,0.34,0.08,1.69
2020-02-07 00:00:00+00:00,2020-02-07 00:00:00+00:00,0.6,1.81,2.9,29813.0,-74.5,72.87,100.0,1.81,279.44,82.85,19.28,4.8,1.74,0.39,0.61,2.94
2020-02-08 00:00:00+00:00,2020-02-08 00:00:00+00:00,0.69,2.46,4.62,31253.0,-74.5,80.43,100.0,2.46,312.76,93.8,25.44,8.25,2.0125,0.8,0.67,4.58
2020-02-09 00:00:00+00:00,2020-02-09 00:00:00+00:00,1.97,6.84,11.86,32691.0,-73.63,73.6,100.0,6.84,558.95,171.59,60.85,5.379999999999999,2.285,0.5,1.97,11.86
2020-02-10 00:00:00+00:00,2020-02-10 00:00:00+00:00,0.79,1.44,2.1,34131.0,-78.73,86.57,100.0,1.44,318.89,92.69,12.23,2.51,1.06,0.2,0.79,2.1
2020-02-11 00:00:00+00:00,2020-02-11 00:00:00+00:00,5.03,6.32,6.98,35571.0,-77.43,93.47,97.8,6.32,1100.95,300.9,31.95,2.66,1.0,0.24,5.03,6.98
2020-02-12 00:00:00+00:00,2020-02-12 00:00:00+00:00,0.53,1.21,1.83,37011.0,-76.27,88.63,100.0,1.21,282.19,81.45,13.22,2.46,1.09,0.18,0.53,1.83
2020-02-13 00:00:00+00:00,2020-02-13 00:00:00+00:00,2.29,5.49,8.93,38451.0,-78.07,86.73,100.0,5.49,623.35,184.47,43.52,2.92,1.23,0.71,2.29,8.93
2020-02-14 00:00:00+00:00,2020-02-14 00:00:00+00:00,0.36,1.16,2.0,39891.0,-77.9,87.8,85.27,1.16,271.17,74.06,13.98,3.38,1.37,0.31,0.36,2.0
2020-02-15 00:00:00+00:00,2020-02-15 00:00:00+00:00,4.33,5.49,6.44,41331.0,-74.1,90.17,85.23,5.49,1013.42,284.79,22.59,3.85,1.52,0.26,4.33,6.44
2020-02-16 00:00:00+00:00,2020-02-16 00:00:00+00:00,1.17,2.24,3.21,42771.0,-73.5,87.2,99.8,2.24,445.42,116.85,18.02,3.87,1.57,0.34,1.17,3.21
2020-02-17 00:00:00+00:00,2020-02-17 00:00:00+00:00,2.74,3.77,4.41,44211.0,-73.03,85.57,100.0,3.76,640.1,186.45,20.97,2.75,0.93,0.25,2.74,4.41
2020-02-18 00:00:00+00:00,2020-02-18 00:00:00+00:00,12.39,16.53,17.13,45651.0,-73.73,92.5,100.0,16.53,2087.69,617.63,14.37,4.42,0.91,0.2,12.39,17.13
2020-02-19 00:00:00+00:00,2020-02-19 00:00:00+00:00,0.26,0.69,1.13,47091.0,-71.87,89.2,46.4,0.69,289.7,66.43,7.77,1.94,0.74,0.2,0.26,1.13
2020-02-20 00:00:00+00:00,2020-02-20 00:00:00+00:00,1.82,2.76,3.3,48531.0,-72.6,83.9,74.3,2.76,489.97,144.26,18.12,2.41,0.87,0.19,1.82,3.3
2020-02-21 00:00:00+00:00,2020-02-21 00:00:00+00:00,2.19,3.48,4.47,49971.0,-74.57,83.6,99.67,3.48,544.13,159.64,22.66,4.21,1.55,0.3,2.19,4.47
2020-02-22 00:00:00+00:00,2020-02-22 00:00:00+00:00,2.71,3.94,4.71,51411.0,-75.67,78.2,100.0,3.94,642.68,185.33,23.92,3.31,1.21,0.24,2.71,4.71
2020-02-23 00:00:00+00:00,2020-02-23 00:00:00+00:00,1.14,2.06,2.74,52851.0,-74.63,79.3,100.0,2.06,389.19,112.15,16.08,3.16,1.1,0.26,1.14,2.74
2020-02-24 00:00:00+00:00,2020-02-24 00:00:00+00:00,0.14,0.61,1.31,54291.0,-77.03,88.37,94.03,0.61,212.37,57.8,9.2,2.54,1.16,0.21,0.14,1.31
2020-02-25 00:00:00+00:00,2020-02-25 00:00:00+00:00,1.06,1.77,2.45,55731.0,-74.87,91.03,92.23,1.77,436.47,113.75,12.83,2.64,1.12,0.19,1.06,2.45
2020-02-26 00:00:00+00:00,2020-02-26 00:00:00+00:00,0.62,0.8,0.93,57171.0,-73.2,96.37,71.03,0.8,490.66,95.02,4.74,0.75,0.28,0.07,0.62,0.93
2020-02-27 00:00:00+00:00,2020-02-27 00:00:00+00:00,0.99,2.65,4.2,58611.0,-72.73,85.47,80.3,2.65,402.39,108.99,26.25,6.11,2.48,0.59,0.99,4.2
2020-02-28 00:00:00+00:00,2020-02-28 00:00:00+00:00,0.26,0.88,1.67,60051.0,-78.0,84.1,39.2,0.88,219.68,63.89,11.86,2.85,1.27,0.26,0.26,1.67
2020-02-29 00:00:00+00:00,2020-02-29 00:00:00+00:00,1.94,2.83,3.68,61491.0,-74.0,84.27,96.13,2.83,538.84,153.29,30.35,2.94,1.55,0.8,1.94,3.68
2020-03-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,2.65,3.59,4.26,62931.0,-77.0,91.2,92.57,3.59,769.43,207.5,15.62,3.03,1.14,0.23,2.65,4.26
2020-03-02 00:00:00+00:00,2020-03-02 00:00:00+00:00,0.8,1.2,1.48,64371.0,-77.33,96.87,33.07,1.2,513.6,111.01,8.87,1.5,0.46,0.14,0.8,1.48
2020-03-03 00:00:00+00:00,2020-03-03 00:00:00+00:00,2.55,4.53,6.13,65811.0,-75.07,78.97,100.0,4.53,605.82,180.25,34.2,6.49,2.4,0.49,2.55,6.13
2020-03-04 00:00:00+00:00,2020-03-04 00:00:00+00:00,0.84,2.17,3.72,67251.0,-80.73,76.5,100.0,2.17,354.29,103.69,20.75,5.38,2.45,0.53,0.84,3.72
2020-03-05 00:00:00+00:00,2020-03-05 00:00:00+00:00,2.51,4.88,7.24,103.0,-79.43,78.33,100.0,4.88,614.47,183.58,36.7,9.09,1.33,0.78,2.51,7.24
2020-03-06 00:00:00+00:00,2020-03-06 00:00:00+00:00,1.76,2.23,2.37,723.0,-78.8,84.43,100.0,2.23,477.26,139.16,13.24,0.82,0.21,0.06,1.76,2.37
2020-03-07 00:00:00+00:00,2020-03-07 00:00:00+00:00,0.7,1.72,2.95,2163.0,-77.6,78.73,100.0,1.72,297.19,87.49,17.56,4.52,1.97,0.36,0.7,2.95
2020-03-08 00:00:00+00:00,2020-03-08 00:00:00+00:00,0.42,1.11,1.8,3603.0,-71.77,74.1,100.0,1.11,249.01,72.11,11.99,2.89,1.08,0.22,0.42,1.8
2020-03-09 00:00:00+00:00,2020-03-09 00:00:00+00:00,0.13,0.49,0.9,5043.0,-77.73,73.53,100.0,0.49,187.01,53.92,7.56,1.38,0.69,0.12,0.13,0.9
2020-03-10 00:00:00+00:00,2020-03-10 00:00:00+00:00,0.21,0.53,0.87,1254.0,-79.17,78.23,100.0,0.53,184.17,53.21,7.57,1.35,0.48,0.13,0.21,0.87
2020-03-11 00:00:00+00:00,2020-03-11 00:00:00+00:00,0.39,0.85,1.2,49.0,-74.37,78.97,100.0,0.85,212.06,61.58,10.33,1.56,0.56,0.12,0.39,1.2
2020-03-12 00:00:00+00:00,2020-03-12 00:00:00+00:00,0.16,0.39,0.73,1489.0,-73.93,83.1,95.53,0.39,207.76,56.12,5.22,1.18,0.53,0.12,0.16,0.73
2020-03-13 00:00:00+00:00,2020-03-13 00:00:00+00:00,0.2,0.53,0.83,2929.0,-77.67,82.73,85.73,0.53,226.26,62.7,6.66,1.3,0.58,0.11,0.2,0.83
2020-03-14 00:00:00+00:00,2020-03-14 00:00:00+00:00,0.71,2.68,5.38,4369.0,-75.03,69.1,100.0,2.68,350.33,98.17,30.5,9.18,1.07,0.21500000000000002,0.71,5.38
2020-03-15 00:00:00+00:00,2020-03-15 00:00:00+00:00,0.1,0.68,1.68,1198.0,-77.9,73.43,100.0,0.68,161.14,46.98,12.24,3.56,1.56,0.32,0.1,1.68
2020-03-16 00:00:00+00:00,2020-03-16 00:00:00+00:00,0.11,0.75,1.56,2638.0,-75.47,69.7,100.0,0.75,172.49,50.26,11.45,3.23,1.32,0.27,0.11,1.56
2020-03-17 00:00:00+00:00,2020-03-17 00:00:00+00:00,0.09,0.45,1.02,4078.0,-75.5,76.47,100.0,0.45,170.97,49.14,8.52,2.08,0.9,0.26,0.09,1.02
2020-03-18 00:00:00+00:00,2020-03-18 00:00:00+00:00,0.01,0.15,0.49,5518.0,-77.57,81.7,84.9,0.15,125.31,35.41,5.57,1.29,0.61,0.19,0.01,0.49
2020-03-19 00:00:00+00:00,2020-03-19 00:00:00+00:00,2.57,3.6,4.26,6958.0,-79.47,87.3,79.03,3.6,741.18,188.53,20.07,2.72,0.95,0.21,2.57,4.26
2020-03-20 00:00:00+00:00,2020-03-20 00:00:00+00:00,3.91,5.3,5.94,8397.0,-77.43,91.43,79.97,5.3,1001.3,263.52,27.6,3.02,1.0,0.21,3.91,5.94
2020-03-21 00:00:00+00:00,2020-03-21 00:00:00+00:00,2.07,3.69,5.17,9837.0,-77.47,86.7,87.87,3.69,568.3,161.64,26.23,5.92,2.37,0.47,2.07,5.17
2020-03-22 00:00:00+00:00,2020-03-22 00:00:00+00:00,9.98,12.75,13.84,11277.0,-80.4,86.67,97.27,12.73,1828.07,528.61,64.48,5.25,1.61,0.39,9.93,13.84
2020-03-23 00:00:00+00:00,2020-03-23 00:00:00+00:00,0.86,1.96,3.31,12717.0,-76.3,76.73,100.0,1.96,334.86,98.96,18.49,4.8,2.05,0.45,0.86,3.31
2020-03-24 00:00:00+00:00,2020-03-24 00:00:00+00:00,0.05,0.39,0.88,14157.0,-79.67,77.1,100.0,0.39,137.81,40.13,7.83,2.05,0.9,0.18,0.05,0.88
2020-03-25 00:00:00+00:00,2020-03-25 00:00:00+00:00,2.61,4.03,5.04,15597.0,-74.83,80.97,100.0,4.03,630.86,182.8,25.39,4.17,1.6,0.37,2.61,5.04
2020-03-26 00:00:00+00:00,2020-03-26 00:00:00+00:00,2.24,3.68,4.89,17037.0,-74.33,72.33,100.0,3.68,560.36,165.34,26.3,4.68,1.83,0.41,2.24,4.89
2020-03-27 00:00:00+00:00,2020-03-27 00:00:00+00:00,0.2,1.18,2.37,18477.0,-74.0,81.17,90.93,1.18,201.9,60.66,17.24,4.11,1.88,0.52,0.2,2.37
